holdingTankMeasurementId,holdingTankId,dateMeasured,temperature,salinity,ph
d972da6a-77af-4050-bc9e-c152de29ff01,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-03-07,24.39,29,7.8
23c4393a-ed19-4b55-8869-ca3c972e7f85,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-02-28,24.7,32,7.1
6b275a82-f542-40ea-a443-524539ae7793,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-02-21,25.16,30,7.76
a893f00d-1f3f-4c03-89ff-57b001bc07bb,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-02-14,24.7,32,7.54
266db27c-dc1e-41fd-9360-b5c5ebe22329,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-02-05,25.9,30,7.58
5383beaf-bb66-4aee-92aa-16a983cbc3d9,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-01-28,24.4,31,8.03
9fc1a3b5-a097-4337-977a-740695180b49,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-01-20,25,29,7.6
b60fd01e-6ae2-42c7-8b80-c8b8ca287ca7,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-01-15,22.7,30,7.23
0bebdcf7-7ecf-4565-96f6-5c36c62710bb,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-01-08,24.16,30,7.76
ba0c5c80-f59e-4ca2-b5c4-47140b84c3d7,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-01-02,24.13,30,8.1
8e64f03b-d7c3-4eeb-9797-0feba6b1b1bc,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-04-01,25.2,32.3,8.22
72382e1e-610b-453b-98a4-b66bf31bfb55,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-04-07,25.3,32.33,8
caa1a5c4-06df-4f4f-84e3-869c932f8f7b,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-04-14,24.2,30.7,7.8
15e9beb1-c594-4cf7-b732-741042b5c2d0,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-04-20,25,28.7,7.8
0e983641-7a8c-4fe4-93f9-274266186137,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-04-27,24.4,29.3,7.3
ea4e71f2-7a97-45da-98ca-cd2711e0693d,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-05-01,24.3,31.3,8.1
c95b0c42-9d13-4982-8da4-9d76c4e31af3,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-05-07,26.7,31.6,7.9
c3970ff9-dec2-458c-bb02-d3d9c8eb22b6,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-05-14,25,33,7.9
1351abf7-1f7e-4e6b-b482-b8e6fef5c4fa,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-05-21,26.2,32.5,7.8
af08fc0f-312b-457a-86f2-b2fa90a6854c,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-05-26,24.9,30.1,7.8
17658e43-2538-4a1d-9a14-e0a6f05a59a3,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-06-01,26,31.1,7.75
695195d1-34fa-4567-90fa-5d556d8a4f78,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-06-07,25.9,32.6,7.8
0f964722-7355-4e6b-961f-49cd1f57cb3b,703340b0-b629-452f-8c7d-975852a56729,2008-04-01,25.76,33.4,7.3
f406fdb6-bcfa-4429-878e-ec6236eadfb6,703340b0-b629-452f-8c7d-975852a56729,2008-04-07,25.7,31.6,7.65
6d7e0f8d-20a7-4e05-b570-c15fd790cf60,703340b0-b629-452f-8c7d-975852a56729,2008-04-14,23.8,28,7.8
01c248de-fd99-470b-835e-dd7cd2ecb1d5,703340b0-b629-452f-8c7d-975852a56729,2008-04-20,24.9,33.4,7.5
37243516-67b6-42d4-9573-8d6062846423,703340b0-b629-452f-8c7d-975852a56729,2008-04-27,24.7,33.5,7.1
f3461e3a-1b8a-4980-944d-939c802ba8dd,703340b0-b629-452f-8c7d-975852a56729,2008-05-01,24.4,34.3,8
1a26bded-f150-460f-9011-31bfeb36a56e,703340b0-b629-452f-8c7d-975852a56729,2008-05-07,26.9,29.5,8.1
fc382f17-44fc-479d-885d-344cdbd6e8f5,703340b0-b629-452f-8c7d-975852a56729,2008-05-14,24.9,32.3,8
5a30f1d2-c4b2-40c5-a128-62dcc8ce61da,703340b0-b629-452f-8c7d-975852a56729,2008-05-21,26.9,30,7.76
40588f32-8203-4146-abf0-3f80ba8a8113,703340b0-b629-452f-8c7d-975852a56729,2008-05-26,26.98,31.24,7.56
564f30a6-91d2-40e3-b432-d95fc3a352e9,703340b0-b629-452f-8c7d-975852a56729,2008-06-01,27.25,28.06,7.36
5f59361b-6c29-4089-8c86-b08673f6e8e2,703340b0-b629-452f-8c7d-975852a56729,2008-06-07,26,29.4,7.5
0a5be4b3-58fb-44ab-aaf6-047daa1fc671,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-04-01,26.1,31.1,8.12
44707995-c6ef-44e1-b224-7aad8707b786,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-04-07,25.75,31.93,8.02
0320164c-5c24-402d-a8f1-4c267f131eac,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-04-14,24.9,30.3,7.8
ec36e438-cefe-4122-8974-d32ebe3ac49c,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-04-20,25.7,28.4,7.8
5bcd2418-edab-4325-b10b-dae826ca38e6,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-04-27,24.9,28.2,7.7
7ab3bcf7-f11c-46ba-8450-5ce4f8f85798,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-05-01,25.6,24.4,8.12
b534858c-9dc4-4877-aa2e-c34a93746df5,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-05-07,26.13,30.9,8.18
e2ef66d1-3c4e-4ccd-8ddf-1e42b5bc7573,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-05-14,25,31.6,8.1
9e82902f-50d1-4403-964b-78c3d4c15577,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-05-21,25.4,31.4,8
06f451ef-6f7b-4b88-8daa-7db216ca616c,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-05-26,25.7,29.5,8
744253dd-fc48-451e-af87-ca8664929a25,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-06-01,26.04,31.1,7.7
32b41d94-9596-4490-b397-8daa907949fb,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-06-07,25.8,32.4,8
31de976c-613d-4db6-b26e-87d9cdf0a09b,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-04-01,25.7,29.2,7.4
41c280bd-5355-4dc9-8431-95ea19fafa53,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-04-07,25.74,29,7.3
59bbb122-ee07-46b6-945b-5fe0e4fdd364,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-04-14,23.9,31,7.5
d84edf94-9a6a-412f-bcbb-f4db186a690c,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-04-20,25.3,29.2,7.6
e72d4a6b-dd58-4174-81eb-f7c4fe57c568,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-04-27,25.9,30.2,7.2
ef75d945-ff4d-4dc1-b158-66f88afe3cb2,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-05-01,24.7,26.3,7.6
e036075a-70a9-4cca-851b-c1519582e18f,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-05-07,27.8,29.5,7.7
7f75513d-1ad5-4522-9264-882151914a64,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-05-14,27.1,31.4,7.8
24c46240-b2a8-4274-a3e4-aae1687baf7e,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-05-21,28.7,31.9,7.9
cc1f241c-0936-468d-8993-bb3de20d8ac3,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-05-26,27.9,30.8,7.9
33ab024d-111e-4d62-baf9-517bf04fd57e,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-06-01,28.6,31.8,7.9
2ee8bda8-ed7e-445a-a476-c6af8242a3b9,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-06-07,28.5,29.4,7.9
705a849b-adaf-4d19-b58e-9084617045da,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-06-14,26.13,30.6,7.95
5e2d3329-416f-4ca9-9f8a-66da8d20f701,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-06-20,26.4,34.4,7.9
d3c171ce-83f0-499f-bf01-f9d2b1fe075d,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-06-27,26.5,28.4,8.04
aad881f2-a783-4877-8536-f2e95a1bfb02,703340b0-b629-452f-8c7d-975852a56729,2008-06-27,27.5,27.42,7.9
a3d1fd0c-5745-4884-9106-126f057944c5,703340b0-b629-452f-8c7d-975852a56729,2008-06-20,26.9,34.4,7.9
2638ab83-690b-4a6e-8cf0-90cf54455b06,703340b0-b629-452f-8c7d-975852a56729,2008-06-14,26.5,29.6,7.8
98883aef-6f5a-4cdc-9d6d-bfe5efe4bee3,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-06-14,25.6,28.1,8.1
b3b04e82-85fc-4dea-93a1-8c21c6ab6b42,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-06-20,26.35,31.75,8.2
b3cfbdcd-111e-46eb-aae2-e2dc1239bd46,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-06-27,25.86,32,8.36
49a95f6e-9f9f-412d-a081-6d736566304a,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-06-27,27.25,28.56,8.27
3f631925-d175-47da-848f-0b2941bfb0df,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-06-20,27.4,29.3,8.2
2f5c9c5f-b33d-4ded-b8e2-1e7590eb01f0,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-07-14,27.97,30.2,7.9
b458b775-0882-4a80-bd22-10eb3ef322d3,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-07-01,26,30,7.7
3bb30395-4e34-4528-8ec2-28a33ae94bc3,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-07-07,27,32,7.8
c688f894-8500-414b-a174-adae1750a7a3,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-07-14,26,36,7.9
593d3865-5702-4d92-9759-bb79d6947c57,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-07-21,26,34,7.8
b27c3c5d-db2f-4d4b-8193-1d6369fe87b3,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-07-28,26,36,7.3
0048ce3b-35ea-449e-9164-f99c0f3aabe4,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-08-04,26.5,31,7.8
e97d867e-f46f-433d-b8de-5ae09793d897,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-08-11,26,30,7.3
3fd8c688-a604-44ba-8906-f96a95e6c540,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-08-18,26.3,29,8.3
c05fc8c0-d151-44a6-a5c2-a1bb11bcf1a7,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-08-25,27,27,8.2
e63b15a6-271b-4522-9f44-0af18e1b7984,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-09-01,27,28,8.1
f1774217-f002-40bb-b5f2-b2feb9bafabf,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-09-08,26,29,8.3
008a0bae-da7c-443a-b8c0-65faa999401d,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-09-14,26,33,7.9
c42296ac-87fc-4adb-b1af-0fcfcb04f283,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-09-21,26,32,7.9
e124cf0a-47b1-4d76-8a76-79c41e71d2c6,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-09-28,26,31,8
4c849adc-467d-49fa-84e1-945018c056e7,2d4403df-5b6d-4469-a28e-d957c03ce813,2008-10-06,26,32,8
1e1a7966-c05f-4369-9821-2d95cf6fe755,703340b0-b629-452f-8c7d-975852a56729,2008-10-06,25,32,8
ea58ea28-5a79-4579-9cff-d5a71a791787,703340b0-b629-452f-8c7d-975852a56729,2008-09-28,26,25,7.9
7ef16358-49b3-430a-b8e6-c00969744125,703340b0-b629-452f-8c7d-975852a56729,2008-09-21,26,21,7.7
bb893e77-53bd-4c89-b337-5ffeedda7941,703340b0-b629-452f-8c7d-975852a56729,2008-09-12,26,19,7.8
8c468079-9698-446e-8688-9424082a7abc,703340b0-b629-452f-8c7d-975852a56729,2008-09-08,27.4,29,8.2
d650dcbb-7cde-44d1-85ec-a20171c1ced0,703340b0-b629-452f-8c7d-975852a56729,2008-09-01,30,20,8.2
1e1c7a94-15fe-48cc-b10c-529e947f2ade,703340b0-b629-452f-8c7d-975852a56729,2008-08-25,27,25,8.2
ea825269-94eb-40fd-a155-18a0adea5517,703340b0-b629-452f-8c7d-975852a56729,2008-08-18,27,26,8.4
8453b9c0-097d-41f7-ac01-df62319cb6ff,703340b0-b629-452f-8c7d-975852a56729,2008-08-11,27,23,7.8
8334a5b4-3498-45f7-a635-189c1fea71bd,703340b0-b629-452f-8c7d-975852a56729,2008-08-04,27,26,8
050c9f55-6f30-4464-8b08-92adbc7fc73d,703340b0-b629-452f-8c7d-975852a56729,2008-07-28,26.4,18,8
330f7b57-005f-4e84-b6a4-1e396c594912,703340b0-b629-452f-8c7d-975852a56729,2008-07-21,26,32,7.8
c20d31c5-8eb9-4faa-a4ef-51462ff01b82,703340b0-b629-452f-8c7d-975852a56729,2008-07-14,26.8,32.8,7.6
3f23e411-f85f-48cc-8250-dbc619a98b4b,703340b0-b629-452f-8c7d-975852a56729,2008-07-07,27,30,7.2
db3e820a-0b23-4629-b198-8ffd799e0d53,703340b0-b629-452f-8c7d-975852a56729,2008-07-01,26.8,32,7.5
f98dab99-2f50-4f72-aef9-7b27e1c69b63,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-07-01,26,32.5,8.2
2acb3b3f-31f1-459e-b7b1-1869c77bcf3f,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-07-07,26,28,8.2
26579731-3bac-4086-9f7f-163fcd6e2755,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-07-14,26,31,8
2fcd93d0-5c67-4f8d-84db-caf2f132f16a,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-07-21,26,30,8
35ec8b56-5fcf-4547-bb60-f26c611d51f3,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-07-28,25,31,7.8
9e2475d2-0ab1-4a10-bd21-f9d72af83473,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-08-04,25,29,7.9
f9e0310d-2675-49e9-b249-85cf9c13c66d,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-08-11,26,34,7.8
5f180a68-1529-41ac-be37-a807843a17e0,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-08-18,25,33,8.1
fb298f68-1913-4699-8f2e-947f2e8df769,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-08-25,26,29,8.1
49b55f84-ca0e-4e4e-acdb-4097a566eac7,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-09-01,26,28,8.2
1752a01e-ae5c-4261-af2d-da0286075c8e,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-09-08,26,28,8
cd4c76d6-3c0f-4535-b29c-641d5036738a,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-09-14,25,31,7.9
59bc6592-80d9-4be0-8812-e7ecaa030602,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-09-21,26,29,7.8
ea4303de-13a4-40fd-a169-270b17f67ac5,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-09-28,25.6,26,8
e3a36725-7ba7-4b4d-9c2d-cd79232cc2d9,c4ebf2bb-60ed-4672-80e7-37ad1bd916d7,2008-10-06,25.5,31,8
06d2465c-67dd-47fc-9315-32a7bb78a1d7,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-10-06,27,26,7.7
2bc535ba-d6d5-477b-a886-e90aa180bc04,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-09-28,26,24,7.6
c2010167-c63f-47f7-a324-464ae22bed3f,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-09-21,26,26,7.5
b37019a8-ea9c-4008-bed8-3f03361a0fd1,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-09-14,28,27,7.5
7dfcfd73-d861-4d2c-9d05-c8fed3f32cac,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-09-08,27,25,8
399ec91b-0b46-435a-a603-5868b882d46b,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-09-01,29,26,8
9ba27de4-0bcf-4843-8bff-492c524af321,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-08-25,27,28,8
db03617e-1f22-43aa-82c1-9b761faa85c4,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-08-18,27,27,8
926027ca-1496-401f-a571-8560e938b0a7,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-08-11,27,29,7.8
5ce0e994-b365-4caf-b2c7-878d3fe7e441,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-08-04,27.4,30,7.9
45f234f5-e568-4465-9022-1b0c48025b26,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-07-28,27.6,30,7.9
070f3101-4bcf-4b22-93e2-7083d49004d1,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-07-21,28,29,8
85b9b555-2964-468c-b392-d62dcd03bfe4,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-07-14,27,29,8
a1f4e8a1-703f-475f-9836-624c52afce6e,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-07-07,27,31,8.25
f4f241e2-24ad-4b61-b706-f1533551bc1a,3b05bd27-a998-443c-8c78-b992af3df6b1,2008-07-01,27,30,8.2
